date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:31:31	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2018%20Apr%202020%2015:31:33%20GMT	https://demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/fonts/glyphicons-halflings-regular.ttf	C:/Users/ubaid/Desktop/transporting/transporting/demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/fonts/glyphicons-halflings-regular.ttf	(from https://demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/css/bootstrap.css)
20:31:32	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2018%20Apr%202020%2015:31:34%20GMT	https://demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/fonts/glyphicons-halflings-regular.svg	C:/Users/ubaid/Desktop/transporting/transporting/demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/fonts/glyphicons-halflings-regular.svg	(from https://demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/css/bootstrap.css)
20:31:33	111638/111638	---M--	200	added ('OK')	image/jpeg	etag:%221573815895%22	https://demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/images/sub.jpg	C:/Users/ubaid/Desktop/transporting/transporting/demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/images/sub.jpg	(from https://demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/css/style.css)
20:31:33	236524/236524	---M--	200	added ('OK')	image/jpeg	etag:%221573815895%22	https://demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/images/4.jpg	C:/Users/ubaid/Desktop/transporting/transporting/demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/images/4.jpg	(from https://demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/css/style.css)
20:31:34	3744/3744	---M--	200	added ('OK')	image/png	etag:%221505847579%22	https://demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/images/arrow.png	C:/Users/ubaid/Desktop/transporting/transporting/demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/images/arrow.png	(from https://demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/css/style.css)
20:31:37	76518/76518	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%221505847579%22	https://demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/fonts/fontawesome-webfont.eot?v=4.6.3	C:/Users/ubaid/Desktop/transporting/transporting/demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/fonts/fontawesome-webfont5b62.eot	(from https://demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/css/font-awesome.css)
20:31:44	71896/71896	---M--	200	added ('OK')	font/woff2	etag:%221505847579%22	https://demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/fonts/fontawesome-webfont.woff2?v=4.6.3	C:/Users/ubaid/Desktop/transporting/transporting/demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/fonts/fontawesome-webfont5b62.woff2	(from https://demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/css/font-awesome.css)
20:31:46	90412/90412	---M--	200	added ('OK')	font/woff	etag:%221505847579%22	https://demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/fonts/fontawesome-webfont.woff?v=4.6.3	C:/Users/ubaid/Desktop/transporting/transporting/demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/fonts/fontawesome-webfont5b62.woff	(from https://demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/css/font-awesome.css)
20:31:47	152796/152796	---M--	200	added ('OK')	font/ttf	etag:%221505847579%22	https://demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/fonts/fontawesome-webfont.ttf?v=4.6.3	C:/Users/ubaid/Desktop/transporting/transporting/demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/fonts/fontawesome-webfont5b62.ttf	(from https://demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/css/font-awesome.css)
20:31:47	76518/76518	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%221505847579%22	https://demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/fonts/fontawesome-webfont.eot?	C:/Users/ubaid/Desktop/transporting/transporting/demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/fonts/fontawesome-webfontd41d.eot	(from https://demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/css/font-awesome.css)
20:31:48	391622/391622	---MCZ	200	added ('OK')	image/svg+xml	etag:%221505847579%22	https://demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/fonts/fontawesome-webfont.svg?v=4.6.3	C:/Users/ubaid/Desktop/transporting/transporting/demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/fonts/fontawesome-webfont5b62.svg	(from https://demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/css/font-awesome.css)
20:31:51	280/280	---M--	200	added ('OK')	image/png	etag:%221505847579%22	https://demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/images/close.png	C:/Users/ubaid/Desktop/transporting/transporting/demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/images/close.png	(from https://demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/css/lightbox.css)
